++++++++++++++++++++++++++++++++++++++++++
Initiating model: CUEURA1
++++++++++++++++++++++++++++++++++++++++++
+-----------------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+-----+-----+-----+-----+---------+
|   Feature\Rois  | TP0 | FP0 | TN0 | FN0 | FScore0 | TP1 | FP1 | TN1 | FN1 | FScore1 | TP2 | FP2 | TN2 | FN2 | FScore2 | TP3 | FP3 | TN3 | FN3 | FScore3 | TP4 | FP4 | TN4 | FN4 | FScore4 |
|       DHOG      |  86 |  0  |  31 |  1  |   0.98  |  84 |  3  |  29 |  2  |   0.92  |  90 |  2  |  25 |  1  |   0.94  |  84 |  4  |  29 |  1  |   0.92  |  92 |  1  |  25 |  0  |   0.98  |
|       DHOG      |  86 |  0  |  31 |  1  |   0.98  |  87 |  0  |  30 |  1  |   0.98  |  91 |  1  |  23 |  3  |   0.92  |  85 |  3  |  29 |  1  |   0.94  |  93 |  0  |  21 |  4  |   0.91  |
|       DHOG      |  85 |  1  |  30 |  2  |   0.95  |  86 |  1  |  26 |  5  |   0.9   |  92 |  0  |  25 |  1  |   0.98  |  88 |  0  |  29 |  1  |   0.98  |  93 |  0  |  24 |  1  |   0.98  |
|       DHOG      |  85 |  1  |  29 |  3  |   0.94  |  84 |  3  |  30 |  1  |   0.94  |  90 |  2  |  24 |  2  |   0.92  |  87 |  1  |  27 |  3  |   0.93  |  92 |  1  |  24 |  1  |   0.96  |
|       DHOG      |  78 |  8  |  22 |  10 |   0.71  |  79 |  8  |  23 |  8  |   0.74  |  81 |  11 |  22 |  4  |   0.75  |  80 |  8  |  22 |  8  |   0.73  |  84 |  9  |  16 |  9  |   0.64  |
|       DHOG      |  81 |  5  |  29 |  3  |   0.88  |  82 |  5  |  26 |  5  |   0.84  |  91 |  1  |  24 |  2  |   0.94  |  82 |  6  |  23 |  7  |   0.78  |  90 |  3  |  20 |  5  |   0.83  |
|       DHOG      |  81 |  5  |  28 |  4  |   0.86  |  85 |  2  |  30 |  1  |   0.95  |  92 |  0  |  24 |  2  |   0.96  |  85 |  3  |  29 |  1  |   0.94  |  90 |  3  |  24 |  1  |   0.92  |
|       DHOG      |  84 |  2  |  28 |  4  |   0.9   |  87 |  0  |  27 |  4  |   0.93  |  91 |  1  |  23 |  3  |   0.92  |  84 |  4  |  28 |  2  |   0.9   |  92 |  1  |  23 |  2  |   0.94  |
|       LBP       |  64 |  22 |  8  |  24 |   0.26  |  84 |  3  |  26 |  5  |   0.87  |  90 |  2  |  17 |  9  |   0.76  |  63 |  25 |  19 |  11 |   0.51  |  92 |  1  |  11 |  14 |   0.59  |
|       LBP       |  84 |  2  |  21 |  11 |   0.76  |  87 |  0  |  4  |  27 |   0.23  |  90 |  2  |  10 |  16 |   0.53  |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|       LBP       |  59 |  27 |  28 |  4  |   0.64  |  53 |  34 |  15 |  16 |   0.38  |  83 |  9  |  17 |  9  |   0.65  |  85 |  3  |  13 |  17 |   0.57  |  79 |  14 |  17 |  8  |   0.61  |
|       LBP       |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  6  |  25 |   0.32  |  82 |  10 |  23 |  3  |   0.78  |  21 |  67 |  30 |  0  |   0.47  |  91 |  2  |  15 |  10 |   0.71  |
|       LBP       |  86 |  0  |  1  |  31 |   0.06  |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  77 |  11 |  20 |  10 |   0.66  |  92 |  1  |  9  |  16 |   0.51  |
|       LBP       |  86 |  0  |  20 |  12 |   0.77  |  87 |  0  |  13 |  18 |   0.59  |  90 |  2  |  22 |  4  |   0.88  |  86 |  2  |  22 |  8  |   0.81  |  93 |  0  |  13 |  12 |   0.68  |
|       LBP       |  84 |  2  |  21 |  11 |   0.76  |  86 |  1  |  22 |  9  |   0.81  |  91 |  1  |  18 |  8  |   0.8   |  68 |  20 |  25 |  5  |   0.67  |  93 |  0  |  14 |  11 |   0.72  |
|       LBP       |  0  |  86 |  32 |  0  |   0.43  |  40 |  47 |  22 |  9  |   0.44  |  44 |  48 |  20 |  6  |   0.43  |  88 |  0  |  1  |  29 |   0.06  |  89 |  4  |  3  |  22 |   0.19  |
|       LBP       |  70 |  16 |  5  |  27 |   0.19  |  87 |  0  |  2  |  29 |   0.12  |  92 |  0  |  0  |  26 |   0.0   |  65 |  23 |  21 |  9  |   0.57  |  93 |  0  |  10 |  15 |   0.57  |
|       LBP       |  84 |  2  |  19 |  13 |   0.72  |  77 |  10 |  23 |  8  |   0.72  |  91 |  1  |  18 |  8  |   0.8   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  16 |  9  |   0.78  |
|       DLBP      |  81 |  5  |  27 |  5  |   0.84  |  87 |  0  |  27 |  4  |   0.93  |  90 |  2  |  25 |  1  |   0.94  |  82 |  6  |  24 |  6  |   0.8   |  91 |  2  |  21 |  4  |   0.87  |
|       DLBP      |  84 |  2  |  27 |  5  |   0.89  |  84 |  3  |  27 |  4  |   0.89  |  85 |  7  |  23 |  3  |   0.82  |  83 |  5  |  25 |  5  |   0.83  |  85 |  8  |  23 |  2  |   0.82  |
|       DLBP      |  85 |  1  |  30 |  2  |   0.95  |  85 |  2  |  26 |  5  |   0.88  |  91 |  1  |  22 |  4  |   0.9   |  86 |  2  |  28 |  2  |   0.93  |  88 |  5  |  21 |  4  |   0.82  |
|       DLBP      |  79 |  7  |  24 |  8  |   0.76  |  86 |  1  |  20 |  11 |   0.77  |  87 |  5  |  22 |  4  |   0.83  |  83 |  5  |  27 |  3  |   0.87  |  84 |  9  |  22 |  3  |   0.79  |
|       DLBP      |  80 |  6  |  27 |  5  |   0.83  |  82 |  5  |  20 |  11 |   0.71  |  87 |  5  |  23 |  3  |   0.85  |  84 |  4  |  24 |  6  |   0.83  |  89 |  4  |  22 |  3  |   0.86  |
|       DLBP      |  83 |  3  |  25 |  7  |   0.83  |  83 |  4  |  26 |  5  |   0.85  |  88 |  4  |  24 |  2  |   0.89  |  83 |  5  |  25 |  5  |   0.83  |  83 |  10 |  21 |  4  |   0.75  |
|       DLBP      |  74 |  12 |  24 |  8  |   0.71  |  78 |  9  |  19 |  12 |   0.64  |  78 |  14 |  17 |  9  |   0.6   |  84 |  4  |  17 |  13 |   0.67  |  81 |  12 |  18 |  7  |   0.65  |
|       DLBP      |  75 |  11 |  24 |  8  |   0.72  |  77 |  10 |  23 |  8  |   0.72  |  81 |  11 |  23 |  3  |   0.77  |  84 |  4  |  21 |  9  |   0.76  |  87 |  6  |  16 |  9  |   0.68  |
|       DLBP      |  79 |  7  |  27 |  5  |   0.82  |  80 |  7  |  25 |  6  |   0.79  |  86 |  6  |  23 |  3  |   0.84  |  80 |  8  |  28 |  2  |   0.85  |  88 |  5  |  17 |  8  |   0.72  |
|       DLBP      |  80 |  6  |  26 |  6  |   0.81  |  83 |  4  |  25 |  6  |   0.83  |  85 |  7  |  23 |  3  |   0.82  |  83 |  5  |  24 |  6  |   0.81  |  88 |  5  |  19 |  6  |   0.78  |
|      CSLBP      |  86 |  0  |  25 |  7  |   0.88  |  78 |  9  |  27 |  4  |   0.81  |  86 |  6  |  23 |  3  |   0.84  |  83 |  5  |  22 |  8  |   0.77  |  88 |  5  |  22 |  3  |   0.85  |
|      CSLBP      |  75 |  11 |  27 |  5  |   0.77  |  85 |  2  |  6  |  25 |   0.31  |  92 |  0  |  0  |  26 |   0.0   |  65 |  23 |  25 |  5  |   0.64  |  92 |  1  |  6  |  19 |   0.38  |
|      CSLBP      |  83 |  3  |  26 |  6  |   0.85  |  79 |  8  |  21 |  10 |   0.7   |  91 |  1  |  15 |  11 |   0.71  |  85 |  3  |  23 |  7  |   0.82  |  77 |  16 |  18 |  7  |   0.61  |
|      CSLBP      |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      CSLBP      |  65 |  21 |  21 |  11 |   0.57  |  52 |  35 |  24 |  7  |   0.53  |  66 |  26 |  20 |  6  |   0.56  |  86 |  2  |  11 |  19 |   0.51  |  89 |  4  |  12 |  13 |   0.59  |
|      CSLBP      |  85 |  1  |  27 |  5  |   0.9   |  87 |  0  |  24 |  7  |   0.87  |  91 |  1  |  23 |  3  |   0.92  |  88 |  0  |  23 |  7  |   0.87  |  93 |  0  |  18 |  7  |   0.84  |
|      CSLBP      |  74 |  12 |  25 |  7  |   0.72  |  86 |  1  |  9  |  22 |   0.44  |  86 |  6  |  19 |  7  |   0.75  |  83 |  5  |  15 |  15 |   0.6   |  85 |  8  |  16 |  9  |   0.65  |
|      CSLBP      |  78 |  8  |  18 |  14 |   0.62  |  74 |  13 |  6  |  25 |   0.24  |  90 |  2  |  17 |  9  |   0.76  |  81 |  7  |  16 |  14 |   0.6   |  66 |  27 |  4  |  21 |   0.14  |
|      CSLBP      |  66 |  20 |  14 |  18 |   0.42  |  83 |  4  |  2  |  29 |   0.11  |  46 |  46 |  23 |  3  |   0.48  |  77 |  11 |  12 |  18 |   0.45  |  93 |  0  |  0  |  25 |   0.0   |
|      CSLBP      |  78 |  8  |  18 |  14 |   0.62  |  83 |  4  |  19 |  12 |   0.7   |  82 |  10 |  19 |  7  |   0.69  |  82 |  6  |  20 |  10 |   0.71  |  86 |  7  |  14 |  11 |   0.61  |
|       CLBP      |  86 |  0  |  16 |  16 |   0.67  |  83 |  4  |  16 |  15 |   0.63  |  88 |  4  |  18 |  8  |   0.75  |  79 |  9  |  18 |  12 |   0.63  |  75 |  18 |  23 |  2  |   0.7   |
|       CLBP      |  83 |  3  |  1  |  31 |   0.06  |  77 |  10 |  15 |  16 |   0.54  |  75 |  17 |  18 |  8  |   0.59  |  46 |  42 |  25 |  5  |   0.52  |  92 |  1  |  0  |  25 |   0.0   |
|       CLBP      |  86 |  0  |  15 |  17 |   0.64  |  84 |  3  |  20 |  11 |   0.74  |  72 |  20 |  8  |  18 |   0.3   |  60 |  28 |  21 |  9  |   0.53  |  86 |  7  |  20 |  5  |   0.77  |
|       CLBP      |  84 |  2  |  32 |  0  |   0.97  |  86 |  1  |  31 |  0  |   0.98  |  91 |  1  |  26 |  0  |   0.98  |  86 |  2  |  30 |  0  |   0.97  |  93 |  0  |  23 |  2  |   0.96  |
|       CLBP      |  86 |  0  |  14 |  18 |   0.61  |  87 |  0  |  16 |  15 |   0.68  |  74 |  18 |  20 |  6  |   0.62  |  88 |  0  |  2  |  28 |   0.12  |  93 |  0  |  6  |  19 |   0.39  |
|       CLBP      |  67 |  19 |  10 |  22 |   0.33  |  53 |  34 |  12 |  19 |   0.31  |  91 |  1  |  2  |  24 |   0.14  |  64 |  24 |  11 |  19 |   0.34  |  86 |  7  |  12 |  13 |   0.55  |
|       CLBP      |  83 |  3  |  16 |  16 |   0.63  |  86 |  1  |  16 |  15 |   0.67  |  92 |  0  |  2  |  24 |   0.14  |  87 |  1  |  11 |  19 |   0.52  |  91 |  2  |  10 |  15 |   0.54  |
|       CLBP      |  71 |  15 |  26 |  6  |   0.71  |  84 |  3  |  24 |  7  |   0.83  |  87 |  5  |  22 |  4  |   0.83  |  85 |  3  |  15 |  15 |   0.62  |  86 |  7  |  15 |  10 |   0.64  |
|       CLBP      |  83 |  3  |  4  |  28 |   0.21  |  85 |  2  |  16 |  15 |   0.65  |  90 |  2  |  5  |  21 |   0.3   |  86 |  2  |  5  |  25 |   0.27  |  93 |  0  |  0  |  25 |   0.0   |
|       CLBP      |  83 |  3  |  16 |  16 |   0.63  |  86 |  1  |  19 |  12 |   0.75  |  91 |  1  |  16 |  10 |   0.74  |  87 |  1  |  15 |  15 |   0.65  |  93 |  0  |  10 |  15 |   0.57  |
|        LM       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  91 |  1  |  26 |  0  |   0.98  |  88 |  0  |  30 |  0  |   1.0   |  92 |  1  |  25 |  0  |   0.98  |
|        LM       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|        LM       |  85 |  1  |  32 |  0  |   0.98  |  67 |  20 |  27 |  4  |   0.69  |  90 |  2  |  23 |  3  |   0.9   |  80 |  8  |  24 |  6  |   0.77  |  93 |  0  |  23 |  2  |   0.96  |
|        LM       |  86 |  0  |  31 |  1  |   0.98  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|        LM       |  84 |  2  |  31 |  1  |   0.95  |  87 |  0  |  28 |  3  |   0.95  |  91 |  1  |  26 |  0  |   0.98  |  87 |  1  |  29 |  1  |   0.97  |  93 |  0  |  25 |  0  |   1.0   |
|        LM       |  86 |  0  |  31 |  1  |   0.98  |  87 |  0  |  30 |  1  |   0.98  |  92 |  0  |  26 |  0  |   1.0   |  87 |  1  |  29 |  1  |   0.97  |  92 |  1  |  25 |  0  |   0.98  |
|        LM       |  85 |  1  |  31 |  1  |   0.97  |  87 |  0  |  27 |  4  |   0.93  |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  27 |  3  |   0.95  |  93 |  0  |  22 |  3  |   0.94  |
|        LM       |  84 |  2  |  29 |  3  |   0.92  |  74 |  13 |  27 |  4  |   0.76  |  90 |  2  |  24 |  2  |   0.92  |  63 |  25 |  26 |  4  |   0.64  |  90 |  3  |  25 |  0  |   0.94  |
|        LM       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  29 |  2  |   0.97  |  81 |  11 |  25 |  1  |   0.81  |  88 |  0  |  27 |  3  |   0.95  |  93 |  0  |  24 |  1  |   0.98  |
|        LM       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  30 |  1  |   0.98  |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  28 |  2  |   0.97  |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  85 |  1  |  32 |  0  |   0.98  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  85 |  1  |  31 |  1  |   0.97  |  86 |  1  |  31 |  0  |   0.98  |  92 |  0  |  26 |  0  |   1.0   |  87 |  1  |  29 |  1  |   0.97  |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  29 |  1  |   0.98  |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  92 |  1  |  25 |  0  |   0.98  |
|       MR8       |  84 |  2  |  32 |  0  |   0.97  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  86 |  2  |  29 |  1  |   0.95  |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       MR8       |  86 |  0  |  29 |  3  |   0.95  |  87 |  0  |  26 |  5  |   0.91  |  87 |  5  |  20 |  6  |   0.78  |  80 |  8  |  25 |  5  |   0.79  |  92 |  1  |  23 |  2  |   0.94  |
|       MR8       |  85 |  1  |  32 |  0  |   0.98  |  87 |  0  |  25 |  6  |   0.89  |  92 |  0  |  26 |  0  |   1.0   |  87 |  1  |  29 |  1  |   0.97  |  90 |  3  |  25 |  0  |   0.94  |
|       MR8       |  85 |  1  |  31 |  1  |   0.97  |  87 |  0  |  29 |  2  |   0.97  |  92 |  0  |  25 |  1  |   0.98  |  86 |  2  |  28 |  2  |   0.93  |  92 |  1  |  24 |  1  |   0.96  |
|       MR8       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  29 |  2  |   0.97  |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       BGP       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       BGP       |  84 |  2  |  32 |  0  |   0.97  |  86 |  1  |  31 |  0  |   0.98  |  91 |  1  |  26 |  0  |   0.98  |  86 |  2  |  30 |  0  |   0.97  |  93 |  0  |  24 |  1  |   0.98  |
|       BGP       |  86 |  0  |  31 |  1  |   0.98  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  25 |  1  |   0.98  |  88 |  0  |  28 |  2  |   0.97  |  93 |  0  |  23 |  2  |   0.96  |
|       BGP       |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       BGP       |  84 |  2  |  30 |  2  |   0.94  |  86 |  1  |  28 |  3  |   0.93  |  91 |  1  |  25 |  1  |   0.96  |  86 |  2  |  28 |  2  |   0.93  |  93 |  0  |  25 |  0  |   1.0   |
|       BGP       |  84 |  2  |  31 |  1  |   0.95  |  86 |  1  |  31 |  0  |   0.98  |  91 |  1  |  26 |  0  |   0.98  |  88 |  0  |  27 |  3  |   0.95  |  93 |  0  |  24 |  1  |   0.98  |
|       BGP       |  83 |  3  |  29 |  3  |   0.91  |  86 |  1  |  26 |  5  |   0.9   |  88 |  4  |  25 |  1  |   0.91  |  86 |  2  |  27 |  3  |   0.92  |  92 |  1  |  22 |  3  |   0.92  |
|       BGP       |  84 |  2  |  31 |  1  |   0.95  |  86 |  1  |  30 |  1  |   0.97  |  92 |  0  |  26 |  0  |   1.0   |  86 |  2  |  30 |  0  |   0.97  |  91 |  2  |  25 |  0  |   0.96  |
|       BGP       |  85 |  1  |  32 |  0  |   0.98  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       BGP       |  85 |  1  |  31 |  1  |   0.97  |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  29 |  1  |   0.98  |  93 |  0  |  24 |  1  |   0.98  |
|       GIST      |  84 |  2  |  32 |  0  |   0.97  |  87 |  0  |  30 |  1  |   0.98  |  92 |  0  |  24 |  2  |   0.96  |  86 |  2  |  30 |  0  |   0.97  |  93 |  0  |  25 |  0  |   1.0   |
|       GIST      |  85 |  1  |  31 |  1  |   0.97  |  86 |  1  |  31 |  0  |   0.98  |  91 |  1  |  25 |  1  |   0.96  |  87 |  1  |  30 |  0  |   0.98  |  93 |  0  |  25 |  0  |   1.0   |
|       GIST      |  85 |  1  |  31 |  1  |   0.97  |  87 |  0  |  30 |  1  |   0.98  |  92 |  0  |  22 |  4  |   0.92  |  84 |  4  |  29 |  1  |   0.92  |  92 |  1  |  25 |  0  |   0.98  |
|       GIST      |  86 |  0  |  32 |  0  |   1.0   |  87 |  0  |  31 |  0  |   1.0   |  92 |  0  |  26 |  0  |   1.0   |  88 |  0  |  30 |  0  |   1.0   |  93 |  0  |  25 |  0  |   1.0   |
|       GIST      |  72 |  14 |  32 |  0  |   0.82  |  81 |  6  |  24 |  7  |   0.79  |  91 |  1  |  24 |  2  |   0.94  |  84 |  4  |  28 |  2  |   0.9   |  91 |  2  |  19 |  6  |   0.83  |
|       GIST      |  61 |  25 |  20 |  12 |   0.52  |  84 |  3  |  23 |  8  |   0.81  |  91 |  1  |  21 |  5  |   0.88  |  80 |  8  |  26 |  4  |   0.81  |  88 |  5  |  20 |  5  |   0.8   |
|       GIST      |  81 |  5  |  31 |  1  |   0.91  |  75 |  12 |  24 |  7  |   0.72  |  90 |  2  |  22 |  4  |   0.88  |  86 |  2  |  27 |  3  |   0.92  |  74 |  19 |  25 |  0  |   0.72  |
|       GIST      |  55 |  31 |  29 |  3  |   0.63  |  72 |  15 |  23 |  8  |   0.67  |  69 |  23 |  21 |  5  |   0.6   |  73 |  15 |  13 |  17 |   0.45  |  68 |  25 |  21 |  4  |   0.59  |
|       GIST      |  84 |  2  |  30 |  2  |   0.94  |  70 |  17 |  21 |  10 |   0.61  |  91 |  1  |  24 |  2  |   0.94  |  86 |  2  |  26 |  4  |   0.9   |  93 |  0  |  21 |  4  |   0.91  |
|       GIST      |  84 |  2  |  27 |  5  |   0.89  |  79 |  8  |  24 |  7  |   0.76  |  87 |  5  |  26 |  0  |   0.91  |  87 |  1  |  30 |  0  |   0.98  |  71 |  22 |  25 |  0  |   0.69  |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      LOHWEG     |  86 |  0  |  0  |  32 |   0.0   |  87 |  0  |  0  |  31 |   0.0   |  92 |  0  |  0  |  26 |   0.0   |  88 |  0  |  0  |  30 |   0.0   |  93 |  0  |  0  |  25 |   0.0   |
|      PATCH3     |  82 |  4  |  19 |  13 |   0.69  |  83 |  4  |  26 |  5  |   0.85  |  92 |  0  |  24 |  2  |   0.96  |  88 |  0  |  29 |  1  |   0.98  |  73 |  20 |  22 |  3  |   0.66  |
|      PATCH3     |  77 |  9  |  18 |  14 |   0.61  |  80 |  7  |  31 |  0  |   0.9   |  88 |  4  |  24 |  2  |   0.89  |  80 |  8  |  27 |  3  |   0.83  |  89 |  4  |  17 |  8  |   0.74  |
|      PATCH3     |  86 |  0  |  30 |  2  |   0.97  |  72 |  15 |  24 |  7  |   0.69  |  71 |  21 |  21 |  5  |   0.62  |  71 |  17 |  20 |  10 |   0.6   |  81 |  12 |  14 |  11 |   0.55  |
|      PATCH3     |  52 |  34 |  23 |  9  |   0.52  |  82 |  5  |  24 |  7  |   0.8   |  86 |  6  |  14 |  12 |   0.61  |  86 |  2  |  24 |  6  |   0.86  |  85 |  8  |  20 |  5  |   0.75  |
|      PATCH3     |  85 |  1  |  30 |  2  |   0.95  |  87 |  0  |  26 |  5  |   0.91  |  91 |  1  |  24 |  2  |   0.94  |  84 |  4  |  27 |  3  |   0.89  |  87 |  6  |  24 |  1  |   0.87  |
|      PATCH3     |  86 |  0  |  28 |  4  |   0.93  |  87 |  0  |  30 |  1  |   0.98  |  92 |  0  |  24 |  2  |   0.96  |  88 |  0  |  25 |  5  |   0.91  |  93 |  0  |  25 |  0  |   1.0   |
|      PATCH3     |  82 |  4  |  28 |  4  |   0.88  |  78 |  9  |  24 |  7  |   0.75  |  88 |  4  |  22 |  4  |   0.85  |  85 |  3  |  25 |  5  |   0.86  |  83 |  10 |  17 |  8  |   0.65  |
|      PATCH3     |  77 |  9  |  26 |  6  |   0.78  |  63 |  24 |  20 |  11 |   0.53  |  56 |  36 |  22 |  4  |   0.52  |  65 |  23 |  15 |  15 |   0.44  |  89 |  4  |  17 |  8  |   0.74  |
|      PATCH3     |  65 |  21 |  27 |  5  |   0.68  |  78 |  9  |  20 |  11 |   0.67  |  57 |  35 |  21 |  5  |   0.51  |  73 |  15 |  25 |  5  |   0.71  |  90 |  3  |  19 |  6  |   0.81  |
|      PATCH3     |  85 |  1  |  30 |  2  |   0.95  |  79 |  8  |  27 |  4  |   0.82  |  87 |  5  |  26 |  0  |   0.91  |  83 |  5  |  26 |  4  |   0.85  |  93 |  0  |  22 |  3  |   0.94  |
|      PATCH7     |  70 |  16 |  22 |  10 |   0.63  |  83 |  4  |  17 |  14 |   0.65  |  85 |  7  |  12 |  14 |   0.53  |  72 |  16 |  21 |  9  |   0.63  |  87 |  6  |  21 |  4  |   0.81  |
|      PATCH7     |  85 |  1  |  30 |  2  |   0.95  |  82 |  5  |  23 |  8  |   0.78  |  91 |  1  |  25 |  1  |   0.96  |  85 |  3  |  25 |  5  |   0.86  |  92 |  1  |  22 |  3  |   0.92  |
|      PATCH7     |  84 |  2  |  25 |  7  |   0.85  |  69 |  18 |  28 |  3  |   0.73  |  83 |  9  |  18 |  8  |   0.68  |  83 |  5  |  28 |  2  |   0.89  |  72 |  21 |  19 |  6  |   0.58  |
|      PATCH7     |  85 |  1  |  30 |  2  |   0.95  |  83 |  4  |  28 |  3  |   0.89  |  87 |  5  |  23 |  3  |   0.85  |  87 |  1  |  27 |  3  |   0.93  |  93 |  0  |  22 |  3  |   0.94  |
|      PATCH7     |  81 |  5  |  29 |  3  |   0.88  |  73 |  14 |  27 |  4  |   0.75  |  52 |  40 |  21 |  5  |   0.48  |  85 |  3  |  25 |  5  |   0.86  |  91 |  2  |  16 |  9  |   0.74  |
|      PATCH7     |  86 |  0  |  28 |  4  |   0.93  |  82 |  5  |  29 |  2  |   0.89  |  92 |  0  |  22 |  4  |   0.92  |  87 |  1  |  26 |  4  |   0.91  |  92 |  1  |  23 |  2  |   0.94  |
|      PATCH7     |  83 |  3  |  31 |  1  |   0.94  |  85 |  2  |  27 |  4  |   0.9   |  91 |  1  |  24 |  2  |   0.94  |  88 |  0  |  28 |  2  |   0.97  |  92 |  1  |  22 |  3  |   0.92  |
